player,pos,age,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,year,mpg,current_age,current_pos,min_year,year_in_league
Edmond Sumner,SG,25,IND,53,861,12.7,0.626,0.312,.294,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,0.7,0.7,1.4,0.077,-2.3,-0.6,-2.9,-0.2,2021,16.245283018867923,25,SG,2018,3
Edy Tavares,C,23,ATL,11,73,14.4,0.555,0,.421,10.7,20.5,15.7,6.3,0.7,6.5,18.2,16.9,0,0.1,0.2,0.106,-2.9,1.1,-1.8,0,2016,6.636363636363637,28,C,2016,0
Edy Tavares,C,24,TOT,2,28,21.3,0.633,0,.600,16.3,26.8,21.6,5.1,0,17.3,24,13.2,0,0.1,0.1,0.15,-1.4,4.7,3.3,0,2017,14,28,C,2016,1
Elfrid Payton,PG,20,ORL,82,2489,13.8,0.456,0.059,.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,0,2.3,2.3,0.044,-1.5,0.3,-1.2,0.5,2015,30.353658536585368,26,PG,2015,0
Elfrid Payton,PG,21,ORL,73,2145,13.9,0.478,0.126,.260,3.9,9.6,6.7,32.8,2.1,0.8,17.9,20.4,0.5,1.7,2.2,0.05,-0.7,-0.6,-1.2,0.4,2016,29.383561643835616,26,PG,2015,1
Elfrid Payton,PG,22,ORL,82,2412,17.2,0.52,0.16,.231,3.9,13.9,8.7,35.7,1.8,1.3,15,21.6,2.4,2,4.4,0.088,0.8,0,0.8,1.7,2017,29.414634146341463,26,PG,2015,2
Elfrid Payton,PG,23,TOT,63,1808,16.5,0.538,0.138,.252,3.8,12.8,8.2,34.9,2.2,1,18.5,21.9,1.4,1.4,2.8,0.075,0.1,-0.3,-0.2,0.8,2018,28.6984126984127,26,PG,2015,3
Elfrid Payton,PG,24,NOP,42,1250,14,0.502,0.255,.180,4.1,14,9.1,33.5,1.6,1.1,20.1,18.3,0.6,0.9,1.5,0.058,-0.7,-0.7,-1.4,0.2,2019,29.761904761904763,26,PG,2015,4
Elfrid Payton,PG,25,NYK,45,1246,16,0.47,0.157,.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.4,0.4,0,0.6,2020,27.68888888888889,26,PG,2015,5
Elfrid Payton,PG,26,NYK,63,1484,11.7,0.478,0.158,.172,4.7,11,7.9,21.6,1.6,0.6,13.3,23.2,-0.9,1.9,1,0.032,-2.8,-0.6,-3.4,-0.5,2021,23.555555555555557,26,PG,2015,6
Elias Harris,SF,24,LAL,2,11,7.6,0,0,.000,9.7,0,4.9,11.4,4.4,0,0,4,0,0,0,0.018,-0.6,0.9,0.3,0,2014,5.5,31,SF,2014,0
Elie Okobo,PG,21,PHO,53,958,7.6,0.489,0.455,.162,1.4,10.1,5.7,18.7,1.6,0.6,18.2,17,-0.7,0.2,-0.5,-0.027,-4.2,-1.5,-5.7,-0.9,2019,18.07547169811321,23,PG,2019,0
Elie Okobo,PG,22,PHO,55,719,10.6,0.516,0.392,.392,2.4,11.6,6.9,21.2,1.6,0.5,15.2,14.8,0.5,0.5,1,0.067,-1.9,0,-1.9,0,2020,13.072727272727272,23,PG,2019,1
Elijah Bryant,SG,25,MIL,1,32,10.6,0.559,0.385,.231,6.8,12.7,9.9,12.6,0,2.8,21.8,24,0,0,0,0.008,-4.1,-3.6,-7.7,0,2021,32,25,SG,2021,0
Elijah Hughes,SF,22,UTA,18,64,8.4,0.488,0.767,.133,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,-0.1,0.1,0,-0.013,-1.8,-1.9,-3.7,0,2021,3.5555555555555554,22,SF,2021,0
Elijah Millsap,SG,27,UTA,47,924,7.9,0.45,0.378,.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17,-1,1.4,0.4,0.02,-5.1,2.1,-3.1,-0.3,2015,19.659574468085108,33,SG,2015,0
Elijah Millsap,SG,28,UTA,20,173,6.5,0.384,0.308,.462,4.1,19.5,11.8,16.2,2.1,1.5,16.1,14.9,-0.2,0.3,0.1,0.033,-5.9,2.1,-3.8,-0.1,2016,8.65,33,SG,2015,1
Elijah Millsap,SG,29,PHO,2,23,-3.4,0.19,0.286,.286,13.8,14.6,14.2,5.6,0,0,20.2,18,-0.1,0,-0.1,-0.233,-12,-7,-19,-0.1,2017,11.5,33,SG,2015,2
Elliot Williams,SG,24,PHI,67,1157,8.7,0.519,0.371,.353,2.7,9.7,6.1,9.4,1.5,0.2,14.9,16.7,0,0.3,0.3,0.014,-3.9,-1.7,-5.6,-1.1,2014,17.26865671641791,31,PG,2014,0
Elliot Williams,SG,25,TOT,13,119,8.7,0.477,0.486,.108,0,7.7,3.8,15.5,1.8,0,9.4,16.4,0,0.1,0.1,0.039,-2.7,-0.2,-2.8,0,2015,9.153846153846153,31,PG,2014,1
Elliot Williams,PG,26,MEM,5,45,3.3,0.34,0.4,.400,2.4,7.9,5.1,12.4,0,0,7.8,12.7,0,0,0,-0.046,-5.3,-2.6,-7.9,-0.1,2016,9,31,PG,2014,2
Emanuel Terry,PF,22,TOT,3,23,19.7,0.571,0,.571,14.1,19.6,16.8,12.2,6.2,0,18.6,20.1,0,0,0.1,0.117,-0.2,2.4,2.3,0,2019,7.666666666666667,24,PF,2019,0
Emmanuel Mudiay,PG,19,DEN,68,2068,9.9,0.437,0.256,.231,1.7,10.9,6.2,29,1.6,1.4,17.9,25.7,-3.3,1.2,-2.1,-0.049,-2.3,-1.9,-4.2,-1.2,2016,30.41176470588235,24,PG,2016,0
Emmanuel Mudiay,PG,20,DEN,55,1406,10.9,0.483,0.323,.303,2.3,11.6,7,21.8,1.4,0.7,16.5,22.6,-0.4,0.5,0.2,0.006,-1.6,-1.6,-3.2,-0.4,2017,25.563636363636363,24,PG,2016,1
Emmanuel Mudiay,PG,21,TOT,64,1245,11.5,0.474,0.281,.245,2.3,11.3,6.8,24.5,1.6,0.8,16.2,24.4,-0.8,0.7,0,-0.002,-2.1,-1.8,-3.9,-0.6,2018,19.453125,24,PG,2016,2
Emmanuel Mudiay,PG,22,NYK,59,1607,14.6,0.531,0.284,.251,2.1,10.9,6.4,24.2,1.3,1,14.6,25.6,0.1,0.7,0.8,0.023,-0.2,-1.8,-2,0,2019,27.23728813559322,24,PG,2016,3
Emmanuel Mudiay,PG,23,UTA,54,850,13,0.543,0.266,.254,2.4,13.5,8.2,20.9,1.4,1,17.3,22.6,0.1,0.9,1,0.057,-1.8,-0.1,-1.9,0,2020,15.74074074074074,24,PG,2016,4
Eric Mika,C,25,SAC,1,19,13.9,0.773,0,.667,11.6,30.4,20.7,0,0,0,0,8.9,0.1,0,0.1,0.218,-2.2,-1,-3.2,0,2020,19,26,C,2020,0
Eric Moreland,PF,23,SAC,3,2,40.8,1,0,.000,0,54.8,28.4,0,0,0,0,22,0,0,0,0.431,8.7,8.5,17.2,0,2015,0.6666666666666666,29,PF,2015,0
Eric Moreland,PF,24,SAC,8,48,7.4,0.515,0,.667,6.8,17.9,12.4,2.7,0,6.7,27.9,9.5,0,0,0,0.012,-4.4,-0.1,-4.5,0,2016,6,29,PF,2015,1
Eric Moreland,PF,26,DET,67,805,13.9,0.531,0,.238,10.9,27.6,19.1,13.3,1.9,5.6,23.8,9.7,0.7,1.6,2.3,0.135,-2.8,3.3,0.5,0.5,2018,12.014925373134329,29,PF,2015,3
Eric Moreland,PF,27,TOT,5,43,6.7,0.5,0.143,.000,10.3,39.6,25.2,11.8,1.1,1.9,41.7,12,-0.1,0.1,0,0.032,-6.7,2,-4.7,0,2019,8.6,29,PF,2015,4
Eric Paschall,PF,23,GSW,60,1654,14.5,0.571,0.202,.331,5.2,13.1,9,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2,-2.7,-0.3,2020,27.566666666666666,24,PF,2020,0
Eric Paschall,PF,24,GSW,40,695,13.4,0.561,0.181,.315,4.3,15.1,9.8,11.4,0.8,0.9,11.2,23.5,0.2,0.7,0.9,0.062,-1.7,-1.5,-3.2,-0.2,2021,17.375,24,PF,2020,1
Erick Green,PG,23,DEN,43,410,8.9,0.436,0.29,.074,1.8,6.6,4.1,15.1,1.5,0,7.7,19.1,-0.1,0.1,0,0,-3,-1.3,-4.3,-0.2,2015,9.534883720930232,29,PG,2015,0
Erick Green,PG,24,TOT,9,42,12.4,0.468,0.385,.154,8.4,8.2,8.3,11,1.3,0,0,15.2,0.1,0,0.1,0.121,-1.6,-0.4,-1.9,0,2016,4.666666666666667,29,PG,2015,1
Erik McCree,SF,24,UTA,4,8,-8.9,0,0.5,.000,0,14,7.1,0,6.3,0,33.3,16.9,-0.1,0,-0.1,-0.334,-14.7,1,-13.7,0,2018,2,27,SF,2018,0
Erik Murphy,C,23,CHI,24,62,0.2,0.231,0.231,.000,3.7,10.8,7.3,4.9,0,5,13.3,11.2,-0.2,0.1,-0.1,-0.055,-9,0.3,-8.6,-0.1,2014,2.5833333333333335,30,C,2014,0
Facundo Campazzo,PG,29,DEN,65,1425,11.6,0.558,0.686,.289,1.8,8.9,5.3,20.2,2.7,1,17.1,13.1,1.6,1.5,3.1,0.105,-1.7,1,-0.8,0.5,2021,21.923076923076923,29,PG,2021,0
Frank Jackson,PG,20,NOP,61,1169,9.4,0.517,0.378,.163,2.2,9.5,5.9,8,1,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.9,-1.7,-4.6,-0.8,2019,19.16393442622951,22,PG,2019,0
Frank Jackson,PG,21,NOP,59,797,9.1,0.51,0.435,.227,2.9,8.1,5.5,10.8,1,0.4,11.9,21.2,-0.2,0.3,0.2,0.01,-3.3,-2.2,-5.5,-0.7,2020,13.508474576271187,22,PG,2019,1
Frank Jackson,PG,22,DET,40,738,13.3,0.598,0.512,.256,2.2,10.8,6.5,7.9,1,0.1,9.4,21.3,0.7,0.4,1.2,0.076,-0.4,-1.6,-2.1,0,2021,18.45,22,PG,2019,2
Frank Kaminsky,C,22,CHO,81,1708,12.5,0.513,0.385,.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,1.2,2.1,3.3,0.093,-1,0.2,-0.8,0.5,2016,21.08641975308642,27,C,2016,0
Frank Kaminsky,C,23,CHO,75,1954,13,0.502,0.441,.195,3.2,15.8,9.5,13.5,1.2,1.5,8,21.8,0.4,1.9,2.3,0.056,-0.5,-0.6,-1.2,0.4,2017,26.053333333333335,27,C,2016,1
Frank Kaminsky,PF,24,CHO,79,1835,14.4,0.545,0.383,.271,2.7,14.5,8.5,11,1,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.6,-0.8,-0.2,0.8,2018,23.227848101265824,27,C,2016,2
Frank Kaminsky,C,25,CHO,47,755,16.8,0.587,0.466,.359,5.5,18.1,11.7,12.9,0.8,1.4,10.6,22.1,1.3,0.5,1.8,0.114,1.4,-1.1,0.3,0.4,2019,16.06382978723404,27,C,2016,3
Frank Kaminsky,C,26,PHO,39,777,14.2,0.545,0.404,.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21,0.7,0.7,1.4,0.087,-0.1,-0.4,-0.5,0.3,2020,19.923076923076923,27,C,2016,4
Frank Kaminsky,C,27,PHO,47,715,15.8,0.547,0.331,.233,5.8,23.7,14.9,15.3,1,2.1,7.2,19,1.1,0.9,2,0.133,0.3,0.8,1.1,0.6,2021,15.212765957446809,27,C,2016,5
Frank Mason III,PG,23,SAC,52,984,13,0.48,0.226,.303,3.3,12.1,7.5,22.7,1.7,1,13.1,22.6,0,0.6,0.5,0.027,-1.3,-1,-2.3,-0.1,2018,18.923076923076923,26,PG,2018,0
Frank Mason III,PG,24,SAC,38,435,12.4,0.502,0.379,.337,1.4,9,5.1,26.3,1.7,0.8,15.6,21.8,0,0.3,0.3,0.033,-1.9,-1.3,-3.1,-0.1,2019,11.447368421052632,26,PG,2018,1
Frank Mason III,PG,25,MIL,9,118,16.9,0.53,0.412,.333,4.5,11.1,8,35,1.9,0.7,15.8,24.3,0.1,0.2,0.4,0.143,-0.6,0.6,0,0.1,2020,13.11111111111111,26,PG,2018,2
Frank Mason III,PG,26,ORL,4,79,7.5,0.462,0.208,.292,3.8,12.2,7.9,22.3,0,0,15.6,17.5,0,0,0,-0.018,-6.1,-3.1,-9.2,-0.1,2021,19.75,26,PG,2018,3
Frank Ntilikina,PG,19,NYK,78,1706,7,0.437,0.314,.136,2.4,9.1,5.8,20,1.9,0.9,19.8,16.9,-2,1.1,-0.9,-0.026,-4.5,-0.5,-5,-1.3,2018,21.871794871794872,22,PG,2018,0
Frank Ntilikina,PG,20,NYK,43,904,6,0.417,0.408,.106,1.4,8.9,5,19.5,1.6,1.3,15.9,16.6,-1.3,0.4,-0.8,-0.045,-5.2,-0.8,-6,-0.9,2019,21.023255813953487,22,PG,2018,1
Frank Ntilikina,PG,21,NYK,57,1187,9.8,0.497,0.411,.177,2,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,0.037,-3.6,0.4,-3.2,-0.4,2020,20.82456140350877,22,PG,2018,2
Frank Ntilikina,PG,22,NYK,33,322,7.7,0.512,0.608,.228,2,8.3,5.2,8.1,2.8,1.2,11.2,13.6,0,0.5,0.5,0.07,-4.6,2.2,-2.4,0,2021,9.757575757575758,22,PG,2018,3
Fred VanVleet,PG,22,TOR,37,294,10.5,0.443,0.261,.198,1.5,14.6,8.1,17.5,2.8,0.9,11.1,20.6,-0.1,0.4,0.2,0.04,-3.6,1.6,-2.1,0,2017,7.945945945945946,26,SG,2017,0
Fred VanVleet,PG,23,TOR,76,1520,15.9,0.556,0.479,.185,1.9,11.5,6.8,22.8,2.2,1,11.2,19.1,2.7,2,4.7,0.149,1.4,1,2.4,1.7,2018,20,26,SG,2017,1
Fred VanVleet,PG,24,TOR,64,1760,13.7,0.539,0.493,.192,1.3,8.7,5.1,23.9,1.6,0.9,11.2,17.9,2.4,1.9,4.3,0.117,0.4,0.1,0.5,1.1,2019,27.5,26,SG,2017,2
Fred VanVleet,SG,25,TOR,54,1928,16.3,0.553,0.484,.256,1,9.9,5.6,27.7,2.5,0.9,12.3,21.7,2.8,3.1,5.8,0.145,1.2,1.4,2.7,2.3,2020,35.7037037037037,26,SG,2017,3
Fred VanVleet,SG,26,TOR,52,1899,16.8,0.534,0.547,.220,1.8,11.3,6.4,26.7,2.2,2,9.1,23.9,2.4,1.8,4.3,0.108,2.3,-0.1,2.2,2,2021,36.51923076923077,26,SG,2017,4
Freddie Gillespie,PF,23,TOR,20,392,13.4,0.563,0,.393,11.4,16,13.6,3.2,1.6,5.1,10.9,12.2,0.5,0.5,0.9,0.116,-3.1,-0.1,-3.2,-0.1,2021,19.6,23,PF,2021,0
Furkan Aldemir,PF,23,PHI,41,540,12,0.517,0.064,.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,0.122,-3.9,0.4,-3.6,-0.2,2015,13.170731707317072,29,PF,2015,0
Furkan Korkmaz,SG,20,PHI,14,80,3.4,0.386,0.607,.143,2.8,11.7,7.4,6.7,1.2,1,6.3,16.9,-0.1,0.1,0,-0.006,-6.6,-1,-7.6,-0.1,2018,5.714285714285714,23,SG,2018,0
Furkan Korkmaz,SG,21,PHI,48,679,11.5,0.528,0.588,.180,2.6,13.8,8.3,10.7,2,0.2,8.6,17.9,0.4,0.7,1.1,0.079,-1.6,-0.2,-1.8,0,2019,14.145833333333334,23,SG,2018,1
Furkan Korkmaz,SG,22,PHI,72,1559,12,0.579,0.632,.181,1.3,10.6,6,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,0.085,-0.3,-1,-1.3,0.3,2020,21.65277777777778,23,SG,2018,2
Furkan Korkmaz,SG,23,PHI,55,1062,12.8,0.544,0.634,.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,0.6,1.5,2,0.092,-0.3,0.1,-0.3,0.5,2021,19.30909090909091,23,SG,2018,3
Gabe Vincent,PG,23,MIA,9,83,1.2,0.297,0.73,.000,0,6.5,3.4,10.1,2.9,0,2.6,20.2,-0.3,0.1,-0.2,-0.117,-8.5,-1.9,-10.4,-0.2,2020,9.222222222222221,24,PG,2020,0
Gabe Vincent,PG,24,MIA,50,655,7.6,0.498,0.639,.099,1.8,7.9,4.9,15.1,1.6,0.3,12.3,19.1,-0.4,0.5,0.2,0.011,-4.6,-1.1,-5.7,-0.6,2021,13.1,24,PG,2020,1
Gabriel Deck,PF,25,OKC,10,212,16.1,0.548,0.224,.328,7.8,11.9,9.8,17.3,1.8,0,7.3,16.6,0.4,0.1,0.5,0.12,-0.3,-0.1,-0.4,0.1,2021,21.2,25,PF,2021,0
Gal Mekel,PG,25,DAL,31,292,5.4,0.4,0.233,.140,2,8.6,5.3,30.1,0.7,0.3,25.4,19,-0.5,0.1,-0.4,-0.073,-4.9,-2.7,-7.6,-0.4,2014,9.419354838709678,32,PG,2014,0
Gal Mekel,PG,26,NOP,4,43,0.5,0.15,0.15,.000,0,2.6,1.3,42.2,2.4,0,9.1,23.3,-0.2,0,-0.2,-0.238,-8,-3.2,-11.3,-0.1,2015,10.75,32,PG,2014,1
Garrison Mathews,SG,23,WAS,18,227,13.1,0.691,0.821,.607,2.8,9,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1,2020,12.61111111111111,24,SG,2020,0
Garrison Mathews,SG,24,WAS,64,1038,9.7,0.635,0.835,.401,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,1.7,0.6,2.3,0.108,-1.7,-0.6,-2.3,-0.1,2021,16.21875,24,SG,2020,1
Gary Clark,PF,24,HOU,51,641,9.2,0.48,0.914,.046,4.1,16.2,10,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1,0.071,-1.1,0.4,-0.7,0.2,2019,12.568627450980392,26,SF-PF,2019,0
Gary Clark,SF-PF,25,TOT,42,567,10.7,0.568,0.835,.075,6.8,14,10.3,4.1,0.5,3.4,6.8,11,0.7,0.5,1.2,0.1,-0.9,-1,-1.9,0,2020,13.5,26,SF-PF,2019,1
Gary Clark,SF-PF,26,TOT,39,654,6,0.436,0.818,.076,5.1,13.5,9.1,6.4,1,1,11.1,10.1,-0.3,0.4,0.1,0.008,-4,-0.9,-4.9,-0.5,2021,16.76923076923077,26,SF-PF,2019,2
Gary Harris,SG,20,DEN,55,719,4.9,0.395,0.475,.217,3,6.7,4.8,5.9,2.7,0.8,13.8,16.6,-1.2,0.5,-0.7,-0.046,-5.6,0.3,-5.3,-0.6,2015,13.072727272727272,26,SG,2015,0
Gary Harris,SG,21,DEN,76,2439,12.7,0.566,0.388,.174,2.4,7.7,5,9.5,2,0.6,10.6,16.5,2.8,1.2,4,0.079,-0.6,-0.2,-0.9,0.7,2016,32.0921052631579,26,SG,2015,1
Gary Harris,SG,22,DEN,57,1782,16.5,0.611,0.4,.210,3,8,5.5,13.6,1.9,0.3,9.8,18.4,3.9,0.7,4.6,0.124,1.5,-0.9,0.7,1.2,2017,31.263157894736842,26,SG,2015,2
Gary Harris,SG,23,DEN,67,2304,16.5,0.597,0.434,.178,1.8,6.8,4.3,13,2.6,0.5,10.8,20.7,3.9,1.5,5.5,0.114,1,-0.2,0.8,1.7,2018,34.38805970149254,26,SG,2015,3
Gary Harris,SG,24,DEN,57,1639,12.2,0.526,0.38,.226,2.7,7.9,5.3,11,1.6,1,8.9,20,1.1,1.5,2.6,0.076,-1.2,-0.4,-1.6,0.2,2019,28.75438596491228,26,SG,2015,4
Gary Harris,SG,25,DEN,56,1780,9.7,0.519,0.405,.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,0.5,1.4,1.9,0.052,-2.8,0.3,-2.5,-0.2,2020,31.785714285714285,26,SG,2015,5
Gary Harris,SG,26,TOT,39,1080,9.1,0.511,0.409,.226,2.1,5.9,4,10.3,1.3,1,8.9,16.7,0.2,0.6,0.7,0.033,-2.9,-1.8,-4.7,-0.8,2021,27.692307692307693,26,SG,2015,6
Gary Payton II,PG,24,MIL,6,99,4.5,0.413,0.409,.227,0,14,7.1,18.1,1.5,3.6,29.2,15.8,-0.3,0.1,-0.2,-0.074,-6.3,-0.2,-6.5,-0.1,2017,16.5,28,PG,2017,0
Gary Payton II,PG,25,TOT,23,221,9.8,0.443,0.338,.122,6.5,15.5,11,13.7,1.5,1.1,8.2,16.8,0,0.2,0.2,0.041,-3.5,-0.4,-3.9,-0.1,2018,9.608695652173912,28,PG,2017,1
Gary Payton II,PG,26,WAS,3,16,36.9,0.688,0.25,.000,6.7,6.9,6.8,45.1,8.9,5.3,11.1,23.8,0.1,0,0.1,0.358,8.3,10.6,18.9,0.1,2019,5.333333333333333,28,PG,2017,2
Gary Payton II,SF,27,WAS,29,432,11.3,0.473,0.397,.069,6.3,14.2,10.1,14.8,3.6,1.4,14.3,13.4,0,0.4,0.5,0.051,-3.2,1.6,-1.6,0,2020,14.89655172413793,28,PG,2017,3
Gary Payton II,PG,28,GSW,10,40,29.2,0.847,0.308,.308,5.4,23.6,14.6,4.1,7,2.2,6.3,16.8,0.2,0.1,0.3,0.331,0.5,9,9.5,0.1,2021,4,28,PG,2017,4
Gary Trent Jr.,SG,20,POR,15,111,3.6,0.377,0.42,.140,1,9.4,5.3,6.2,0.4,1.4,7,21.7,-0.3,0.1,-0.2,-0.092,-6.6,-4.2,-10.8,-0.2,2019,7.4,22,SG,2019,0
Gary Trent Jr.,SF,21,POR,61,1332,12.9,0.587,0.608,.102,2,5.8,3.9,6.3,1.7,1,4.4,15.3,2.2,0.3,2.5,0.089,0.5,-0.8,-0.3,0.6,2020,21.83606557377049,22,SG,2019,1
Gary Trent Jr.,SG,22,TOT,58,1802,12.1,0.534,0.546,.135,1.6,7.7,4.6,6.6,1.5,0.5,4.9,20.9,1,0.7,1.7,0.045,-0.6,-2.1,-2.7,-0.3,2021,31.06896551724138,22,SG,2019,2
George King,SF,25,PHO,1,6,1.9,NA,NA,,0,18.8,9.2,0,0,0,NA,0,0,0,0,-0.001,-5.8,-2.1,-7.9,0,2019,6,27,SF,2019,0
Georges Niang,PF,23,IND,23,93,0.1,0.285,0.333,.056,2.4,17.9,10.3,7.5,1.6,0,11.9,20.2,-0.4,0.1,-0.3,-0.168,-8.8,-3,-11.7,-0.2,2017,4.043478260869565,27,PF,2017,0
Georges Niang,PF,24,UTA,9,32,9.2,0.379,0.364,.182,10.8,21.1,16,14,3.1,0,20.2,20.9,-0.1,0.1,0,-0.029,-4.9,0.9,-4,0,2018,3.5555555555555554,27,PF,2017,1
Georges Niang,PF,25,UTA,59,516,13,0.613,0.58,.133,2.4,15.7,9.1,10.1,0.9,0.9,10.7,17.8,0.7,0.7,1.3,0.123,-0.2,0.2,0,0.3,2019,8.745762711864407,27,PF,2017,2
Georges Niang,PF,26,UTA,66,923,11.7,0.589,0.699,.075,1.9,12.9,7.6,7,0.9,0.4,8.3,17.2,1,0.8,1.8,0.092,0.4,-0.5,-0.1,0.4,2020,13.984848484848484,27,PF,2017,3
Georges Niang,PF,27,UTA,72,1154,11.4,0.602,0.721,.057,2.7,13,8.1,7.3,1.1,0.6,10.9,17.4,1.2,1.4,2.6,0.108,-0.5,0.1,-0.4,0.5,2021,16.02777777777778,27,PF,2017,4
Georgios Papagiannis,C,19,SAC,22,355,12.7,0.573,0.02,.137,7.9,20,14,9,0.4,4.4,18.2,16.9,0.1,0.3,0.4,0.057,-3.1,-0.6,-3.8,-0.2,2017,16.136363636363637,23,C,2017,0
Georgios Papagiannis,C,20,TOT,17,122,12.2,0.429,0,.000,11.6,23.4,17.2,11.2,1.6,4.7,16,18.4,-0.1,0.1,0,0.005,-3.9,-0.3,-4.1,-0.1,2018,7.176470588235294,23,C,2017,1
Gian Clavell,SG,24,DAL,7,64,7.4,0.53,0.833,.111,1.7,10.8,6.1,6.7,1.6,0,9.6,14.8,0,0,0.1,0.042,-2.7,0.5,-2.2,0,2018,9.142857142857142,27,SG,2018,0
Giannis Antetokounmpo,SF,19,MIL,77,1897,10.8,0.518,0.282,.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2,2014,24.636363636363637,26,PF,2014,0
Giannis Antetokounmpo,SG,20,MIL,81,2541,14.8,0.552,0.056,.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,2.2,4,6.2,0.117,-1.2,1.2,0,1.2,2015,31.37037037037037,26,PF,2014,1
Giannis Antetokounmpo,PG,21,MIL,80,2823,18.8,0.566,0.108,.404,4.6,20,12.4,20,1.7,3.4,14.8,22.3,4.2,2.9,7.1,0.121,1.3,0.7,2.1,2.9,2016,35.2875,26,PF,2014,2
Giannis Antetokounmpo,SF,22,MIL,80,2845,26.1,0.599,0.143,.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,7.9,4.5,12.4,0.21,4.9,2.4,7.3,6.7,2017,35.5625,26,PF,2014,3
Giannis Antetokounmpo,PF,23,MIL,75,2756,27.3,0.598,0.1,.457,6.7,25.3,16,23.7,2,3.3,11.7,31.2,8.3,3.6,11.9,0.207,5.3,0.9,6.2,5.7,2018,36.74666666666667,26,PF,2014,4
Giannis Antetokounmpo,PF,24,MIL,72,2358,30.9,0.644,0.163,.550,7.3,30,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4,2019,32.75,26,PF,2014,5
Giannis Antetokounmpo,PF,25,MIL,63,1917,31.9,0.613,0.237,.508,7.7,34.8,22.1,34.2,1.5,3,13.2,37.5,6.1,5,11.1,0.279,7.4,4.1,11.5,6.6,2020,30.428571428571427,26,PF,2014,6
Giannis Antetokounmpo,PF,26,MIL,61,2013,29.2,0.633,0.201,.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,0.244,6.2,2.6,8.8,5.5,2021,33,26,PF,2014,7
Gigi Datome,SF,26,DET,34,238,8,0.409,0.402,.103,6.1,15.5,10.6,7,1.3,0.3,9.8,20.2,-0.2,0.1,-0.1,-0.023,-3.7,-2.3,-6,-0.2,2014,7,33,SF,2014,0
Gigi Datome,SF,27,TOT,21,209,15.1,0.587,0.449,.011,1.5,13.9,7.6,7.6,0.5,2.6,9.1,20.7,0.2,0.2,0.4,0.095,1.8,-0.6,1.2,0.2,2015,9.952380952380953,33,SF,2014,1
Glen Rice Jr.,SG,23,WAS,11,109,6.6,0.399,0.459,.189,4.2,17.3,10.6,9.3,2.8,0.8,18.3,20.3,-0.3,0.2,-0.1,-0.043,-4.7,1.8,-2.9,0,2014,9.909090909090908,30,SG,2014,0
Glen Rice Jr.,SG,24,WAS,5,43,-3.6,0.312,0.467,.400,5.4,5.1,5.2,6.5,0,0,10.2,20.7,-0.1,0,-0.1,-0.121,-12.1,-3.8,-15.9,-0.1,2015,8.6,30,SG,2014,1
Glenn Robinson III,SG-SF,21,TOT,35,261,8.5,0.471,0.284,.358,6.1,10.6,8.3,7,1.2,0.3,12.4,14.9,0,0.1,0.1,0.012,-3,-2.3,-5.4,-0.2,2015,7.457142857142857,27,SF,2015,0
Glenn Robinson III,SF,22,IND,45,508,11.4,0.508,0.245,.258,2.6,12,7.3,7.7,1.7,1.4,9.7,16.1,0.2,0.6,0.8,0.078,-1.6,0.5,-1.1,0.1,2016,11.28888888888889,27,SF,2015,1
Glenn Robinson III,SF,23,IND,69,1427,11.5,0.564,0.37,.225,4.5,14.7,9.7,4.7,1.4,1.2,9.1,12.8,1.3,1.2,2.5,0.085,-0.5,0.2,-0.3,0.6,2017,20.681159420289855,27,SF,2015,2
