bbref_id,height,weight
/cbb/players/james-bishop-2.html,73.4375,190
/cbb/players/tyler-brelsford-1.html,75.390625,175
/cbb/players/chase-paar-1.html,80.46875,220
/cbb/players/jameer-nelsonjr-1.html,72.265625,190
/cbb/players/javon-greene-1.html,73.4375,190
/cbb/players/tyler-kolek-1.html,74.21875,182
/cbb/players/jordan-miller-2.html,77.34375,202
/cbb/players/josh-oduro-1.html,80.46875,228
/cbb/players/jamal-hartwellii-1.html,69.53125,155
/cbb/players/bahaide-haidara-1.html,77.34375,201
/cbb/players/otis-frazieriii-1.html,77.34375,207
/cbb/players/xavier-johnson-3.html,72.265625,182
/cbb/players/aj-wilson-2.html,78.515625,230
/cbb/players/ronald-polite-1.html,73.4375,172
/cbb/players/donald-carey-1.html,76.5625,187
/cbb/players/qudus-wahab-1.html,82.421875,237
/cbb/players/chaudier-bile-1.html,78.515625,195
/cbb/players/jahvon-blair-1.html,75.390625,190
/cbb/players/jamorko-pickett-1.html,80.46875,206
/cbb/players/timothy-ighoefe-1.html,83.203125,250
/cbb/players/dante-harris-1.html,71.484375,170
/cbb/players/tye-fagan-1.html,74.21875,195
/cbb/players/pj-horne-1.html,77.34375,230
/cbb/players/andrew-garcia-2.html,77.34375,225
/cbb/players/toumani-camara-1.html,79.296875,220
/cbb/players/christian-brown-2.html,77.34375,215
/cbb/players/kd-johnson-1.html,72.265625,190
/cbb/players/justin-kier-1.html,75.390625,190
/cbb/players/sahvir-wheeler-1.html,69.53125,180
/cbb/players/jose-alvarado-1.html,71.484375,179
/cbb/players/michael-devoe-1.html,76.5625,197
/cbb/players/moses-wright-1.html,80.46875,233
/cbb/players/jordan-usher-1.html,78.515625,213
/cbb/players/bubba-parham-1.html,69.53125,162
/cbb/players/kyle-sturdivant-1.html,73.4375,198
/cbb/players/khalid-moore-1.html,78.515625,200
/cbb/players/reggie-chaney-1.html,79.296875,225
/cbb/players/cameron-tyson-1.html,73.4375,190
/cbb/players/justin-gorham-1.html,78.515625,225
/cbb/players/jwan-roberts-1.html,78.515625,220
/cbb/players/quentin-grimes-1.html,76.5625,205
/cbb/players/fabian-whitejr-1.html,79.296875,225
/cbb/players/brison-gresham-1.html,79.296875,230
/cbb/players/dejon-jarreau-1.html,76.5625,185
/cbb/players/marcus-sasser-1.html,72.265625,190
/cbb/players/jamal-shead-1.html,72.265625,190
/cbb/players/tramon-mark-1.html,76.5625,180
/cbb/players/kiyron-powell-1.html,79.296875,205
/cbb/players/demonte-williams-1.html,74.21875,215
/cbb/players/jacob-grandison-1.html,77.34375,205
/cbb/players/kofi-cockburn-1.html,83.203125,285
/cbb/players/giorgi-bezhanishvili-1.html,80.46875,245
/cbb/players/ayo-dosunmu-1.html,76.5625,200
/cbb/players/trent-fraizer-1.html,73.4375,175
/cbb/players/andre-curbelo-1.html,72.265625,175
/cbb/players/adam-miller-3.html,74.21875,180
/cbb/players/trayce-jackson-davis-1.html,80.46875,245
/cbb/players/race-thompson-1.html,79.296875,228
/cbb/players/armaan-franklin-1.html,75.390625,195
/cbb/players/aljami-durham-1.html,75.390625,185
/cbb/players/jerome-hunter-2.html,78.515625,215
/cbb/players/jordan-geronimo-1.html,77.34375,220
/cbb/players/trey-galloway-1.html,75.390625,210
/cbb/players/anthony-leal-1.html,76.5625,210
/cbb/players/rob-phinisee-1.html,72.265625,187
/cbb/players/khristian-lander-1.html,73.4375,185
/cbb/players/luka-garza-1.html,82.421875,265
/cbb/players/joe-wieskamp-1.html,77.34375,212
/cbb/players/cj-fredrick-1.html,74.21875,195
/cbb/players/keegan-murray-1.html,79.296875,215
/cbb/players/jordan-bohannon-1.html,72.265625,175
/cbb/players/jack-nunge-1.html,82.421875,245
